,item_number,brand,model_specifications,price,current_promotions,shipping,page_number,product_links,image_link
48,Item=1TS-000E-0EVH4,Lenovo,"Lenovo IdeaPad S340-15API 81NC009FUS 15.6"" Notebook - 1366 x 768 - Ryzen 7 3700U - 8 GB RAM - 256 GB SSD - Abyss Blue",$717.99,,$8.92 Shipping,2,https://www.newegg.com/p/1TS-000E-0EVH4?Item=1TS-000E-0EVH4,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/V197_1_201909091886524457.jpg
49,Item=N82E16834316854,Acer America,"Acer Chromebook 714 CB714-1WT-5427 14"" Touchscreen Chromebook - 1920 x 1080 - Core i5 i5-8350U - 8 GB RAM - 64 GB Flash Memory - Steel Gray",$858.99,,$2.99 Shipping,2,https://www.newegg.com/p/N82E16834316854?Item=N82E16834316854,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A0ZX_1_201911151374046004.jpg
50,Item=N82E16834233281,GIGABYTE,"GIGABYTE AERO 15S OLED XA-7US5130SP 15.6"" 4K AMOLED 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop","$2,199.00",,Free Shipping,2,https://www.newegg.com/p/N82E16834233281?Item=N82E16834233281,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-281-V19.jpg
51,Item=N82E16834725061,AORUS,"Aorus 15-WA-F74ADW 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","$1,599.00",,Free Shipping,2,https://www.newegg.com/p/N82E16834725061?Item=N82E16834725061,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-725-061-V18.jpg
52,Item=N82E16834155323,MSI,"MSI Laptop Modern 15 A10M-014 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 10 Home 64-bit",$849.99,,$2.99 Shipping,2,https://www.newegg.com/black-msi-modern-15-a10m-014-mainstream/p/N82E16834155323?Item=N82E16834155323,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-323-V14.jpg
53,Item=1TS-000E-0F217,Lenovo,"Lenovo ThinkPad P43s 20RH002SUS 14"" Mobile Workstation - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - NVIDIA Quadro P520 with 2 GB - In-plane S","$1,692.99",,$8.69 Shipping,2,https://www.newegg.com/p/1TS-000E-0F217?Item=1TS-000E-0F217,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/ACVB_1_20191218574869231.jpg
54,Item=2WC-000J-008K0,Lenovo,"Lenovo ThinkPad P53s 15.6"" Touchscreen Laptop i7-8565U 512GB SSD Quadro P520","$1,850.99",,$8.92 Shipping,2,https://www.newegg.com/p/2WC-000J-008K0?Item=2WC-000J-008K0,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/V1DS_1_201910011362191881.jpg
55,Item=N82E16834735730,Microsoft,"Microsoft Laptop Surface Laptop JKR-00050 Intel Core i7 7th Gen 7660U (2.50 GHz) 16 GB Memory 512 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 Pro 64-Bit","$2,248.00",,Free Shipping,2,https://www.newegg.com/cobalt-blue-microsoft-surface-laptop-jkr-00050-mainstream/p/N82E16834735730?Item=N82E16834735730,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-735-730-S02.jpg
56,Item=1TS-000X-012W2,Acer America,"Acer TravelMate B1 B118-M TMB118-M-C2X7 11.6"" Notebook - 1366 x 768 - Celeron N4100 - 4 GB RAM - 128 GB SSD",$486.99,,$2.99 Shipping,2,https://www.newegg.com/p/1TS-000X-012W2?Item=1TS-000X-012W2,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_201909081159532896.jpg
57,Item=1FR-000R-00012,ASUS,ASUS ZenBook S13 UX392FN-XS77 13.9 inch Intel Core i7-8565U 1.8GHz/ 16GB LPDDR3/ 512GB SSD/ USB3.1/ Windows 10 Pro Ultrabook (Premium Galaxy Aluminum Blue),"$1,599.99",,Free Shipping,2,https://www.newegg.com/p/1FR-000R-00012?Item=1FR-000R-00012,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/1FR-000R-00012-S02.jpg
58,Item=N82E16834315771,Acer America,"Acer CB5-312T-K6TF 13.3"" 16:9 Chromebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - MediaTek M8173C Quad-core (4 Core) 2.10 GHz - 4 GB LPDDR3 - 32 GB Flash Memory Capacity - ...",$386.99,,$7.99 Shipping,2,https://www.newegg.com/acer-cb5-312t-nx-gl4aa-010-office-products/p/N82E16834315771?Item=N82E16834315771,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/V04G_1_201611131162493673.jpg
59,Item=N82E16834155349,MSI,"MSI Laptop Creator 15M A9SD-044 Intel Core i5 9th Gen 9300H (2.40 GHz) 8 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1660 Ti 15.6"" Windows 10 Home 64-bit",$999.00,,Free Shipping,2,https://www.newegg.com/silver-msi-creator-15m-a9sd-044-creating-designing/p/N82E16834155349?Item=N82E16834155349,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_202002131786055778.jpg
60,Item=N82E16834235034,ASUS,"ASUS Laptop ZenBook S UX391UA-XB71-R Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB LPDDR3 Memory 256 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-Bit","$1,170.99",,$2.99 Shipping,2,https://www.newegg.com/burgundy-red-asus-zenbook-s-ux391ua-xb71-r-mainstream/p/N82E16834235034?Item=N82E16834235034,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-034-V17.jpg
61,Item=N82E16834316773,Acer America,"Acer R752T-C1MT 11.6"" Touchscreen 2 in 1 Chromebook - 1366 x 768 - Celeron N4000 - 4 GB RAM - 32 GB Flash Memory - Shale Black",$401.99,,$2.99 Shipping,2,https://www.newegg.com/p/N82E16834316773?Item=N82E16834316773,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-316-773-V21.jpg
62,Item=1TS-000E-0EHS1,Lenovo,"Lenovo ThinkPad T490 20Q90006US 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 16 GB RAM - 512 GB SSD - Glossy Black","$2,087.99",,$2.99 Shipping,2,https://www.newegg.com/p/1TS-000E-0EHS1?Item=1TS-000E-0EHS1,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A98Y_1_20190813914620263.jpg
63,Item=N82E16834316530,Acer America,"Acer Spin 5 SP513-52N-8326 13.3"" Touchscreen LCD 2 in 1 Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit - 1920 x 1080 ...","$1,011.99",,$8.92 Shipping,2,https://www.newegg.com/p/N82E16834316530?Item=N82E16834316530,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A19P_1_201901251025582298.jpg
64,Item=1TS-000D-04TR2,HP,"HP 7KJ85UT EliteBook 830 G6 13.3"" FHD Laptop i7-8665U 8GB 256GB SSD W10P","$1,650.99",,$2.99 Shipping,2,https://www.newegg.com/p/1TS-000D-04TR2?Item=1TS-000D-04TR2,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A0ZX_1_201907021801681580.jpg
65,Item=1TS-000E-0EFB5,Lenovo,"Lenovo ThinkPad P1 Gen 2 20QT001XUS 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 256 GB SSD - Midnight Black - Windows 10 Pro 64-bit - NVIDIA Quadro T1000 with 4 GB - I","$1,904.99",,$2.99 Shipping,2,https://www.newegg.com/p/1TS-000E-0EFB5?Item=1TS-000E-0EFB5,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_201908081224512365.jpg
66,Item=N82E16834271007,HP,"HP Laptop Stream 11 Pro G5 5VD76UT#ABA Intel Pentium Silver N5000 (1.10 GHz) 4 GB Memory 128 GB eMMC SSD Intel UHD Graphics 605 11.6"" Windows 10 Pro 64-bit",$399.99,,$2.99 Shipping,2,https://www.newegg.com/hp-stream-11-pro-g5-5vd76ut-aba-everyday-value/p/N82E16834271007?Item=N82E16834271007,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_20190729856177854.jpg
67,Item=2WC-000J-008J6,Lenovo,"Lenovo ThinkPad L490 14"" FHD Laptop i5-8265U 8GB 256GB SSD W10P 20Q5001QUS","$1,129.99",,Free Shipping,2,https://www.newegg.com/p/2WC-000J-008J6?Item=2WC-000J-008J6,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_201907062103591071.jpg
68,Item=2WC-000J-008K4,Lenovo,"Lenovo ThinkPad P53s 20N6001UUS 15.6"" Laptop i7-8565U 512GB SSD W10P Quadro P520","$1,822.99",,$8.69 Shipping,2,https://www.newegg.com/p/2WC-000J-008K4?Item=2WC-000J-008K4,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_20190713819867375.jpg
69,Item=N82E16834271159,HP,"HP Laptop 15-db0048nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",$499.99,,$8.92 Shipping,2,https://www.newegg.com/hp-finish-in-pale-gold-and-ash-silver-in-a-vertical-brushed-pattern-15-db0048nr-mainstream/p/N82E16834271159?Item=N82E16834271159,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-271-159-V04.jpg
70,Item=1TS-000A-04P13,DELL,"Dell XPS 13 9380 13.3"" Notebook - 1920 x 1080 - Core i7 i7-8565U - 8 GB RAM - 256 GB SSD - Platinum Silver, Carbon Fiber Black - Intel UHD Graphics 620 - In-plane Switching (IPS) Technology - 21","$1,404.99",,$8.69 Shipping,2,https://www.newegg.com/silver-dell-xps-13-everyday-value/p/1TS-000A-04P13?Item=1TS-000A-04P13,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_20190502318944719.jpg
71,Item=N82E16834316812,Acer America,"Acer Chromebook 715 CB715-1W-30G7 15.6"" Chromebook - 1920 x 1080 - Core i3 i3-8130U - 8 GB RAM - 64 GB Flash Memory",$612.99,,$2.99 Shipping,2,https://www.newegg.com/p/N82E16834316812?Item=N82E16834316812,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_201908201500496626.jpg
72,Item=N82E16834316693,Acer America,"Acer R752TN-C2J5 11.6"" Touchscreen LCD 2 in 1 Chromebook - Intel Celeron N4000 Dual-core (2 Core) 1.10 GHz - 4 GB LPDDR4 - 32 GB Flash Memory - Chrome OS - 1366 x 768 - In-plane Switching (IPS) Tec...",$388.99,,$3.99 Shipping,3,https://www.newegg.com/p/N82E16834316693?Item=N82E16834316693,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-316-693-S01.jpg
73,Item=1TS-000D-077P8,HP,"HP EliteBook x360 1040 G6 14"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 512 GB SSD","$2,014.99",,$2.99 Shipping,3,https://www.newegg.com/p/1TS-000D-077P8?Item=1TS-000D-077P8,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_2020010251633159.jpg
74,Item=35H-00GZ-00074,Mobile Edge,ALIENWARE AREA-51M WHITE ELITE BACKKPACK 17.3 - LIMITED EDITION,$127.99,,$2.99 Shipping,3,https://www.newegg.com/p/35H-00GZ-00074?Item=35H-00GZ-00074,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_201912231596828962.jpg
75,Item=N82E16834235240,ASUS,"Asus R420MA-DS06-BL 14"" Notebook - 1366 x 768 - Celeron N4000 - 4 GB RAM - 64 GB Flash Memory - Star Gray",$269.99,,$2.99 Shipping,3,https://www.newegg.com/p/N82E16834235240?Item=N82E16834235240,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_201908202062507061.jpg
76,Item=N82E16834155380,MSI,"MSI Laptop Modern 15 A10RAS-097 Intel Core i7 10th Gen 10510U (1.80 GHz) 8 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX330 15.6"" Windows 10 Home 64-bit",$899.00,,$2.99 Shipping,3,https://www.newegg.com/black-msi-modern-15-a10ras-097-mainstream/p/N82E16834155380?Item=N82E16834155380,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-380-S01.jpg
77,Item=1TS-000A-088J2,DELL,"Dell Latitude 14 Rugged 5414 14.0 in New Laptop - Intel Core i5 6300U 6th Gen 2.4 GHz 8GB 128GB SSD Windows 10 Pro 64-Bit - Bluetooth, Webcam","$1,999.99",,$2.99 Shipping,3,https://www.newegg.com/dell-latitude-14-rugged/p/1TS-000A-088J2?Item=1TS-000A-088J2,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AANW_1_202001081731653835.jpg
78,Item=N82E16834316861,Acer America,"Acer ConceptD 7 CN715-71-77QK 15.6"" Notebook - 3840 x 2160 - Core i7 i7-9750H - 32 GB RAM - 1 TB SSD - White","$3,660.99",,$8.35 Shipping,3,https://www.newegg.com/p/N82E16834316861?Item=N82E16834316861,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_20200115615624166.jpg
79,Item=2WC-000J-006Z8R,Lenovo,"Open Box: Lenovo ThinkPad A485 20MU000TUS 14"" Laptop Ryzen 5 2500U 8GB 256GB SSD W10P",$578.99,,$2.99 Shipping,3,https://www.newegg.com/p/2WC-000J-006Z8R?Item=2WC-000J-006Z8R,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A6ZP_1_20180801290620349.jpg
80,Item=N82E16834316760,Acer America,"Acer Laptop Aspire 5 A515-54G-54QQ Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 512 GB SSD NVIDIA GeForce MX250 15.6"" Windows 10 Home 64-bit (Only @ Newegg)",$599.99,"Save $10 w/ Win10 Pro upgrade combo purchase, limited offer",Free Shipping,3,https://www.newegg.com/charcoal-black-acer-aspire-5-a515-54g-54qq-mainstream/p/N82E16834316760?Item=N82E16834316760,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-316-760-V10.jpg
81,Item=N82E16834235286,ASUS,"ASUS ZenBook 15 Ultra-Slim Laptop 15.6"" 4K UHD NanoEdge Bezel, Intel Core i7-10510U, 16 GB RAM, 1 TB PCIe SSD, GeForce GTX 1650, Innovative ScreenPad 2.0, Windows 10 Pro, UX534FTC-NH76, Royal Blue","$1,440.99",,Free Shipping,3,https://www.newegg.com/royal-blue-asus-zenbook-ux534ftc-nh76-gaming-entertainment/p/N82E16834235286?Item=N82E16834235286,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-286-V19.jpg
82,Item=N82E16834233314,GIGABYTE,"GIGABYTE AERO 15 WB-7US1130SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Max-Q, 16 GB Memory, 512 GB SSD","$1,899.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233314?Item=N82E16834233314,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-314-V21.jpg
83,Item=N82E16834233316,GIGABYTE,"GIGABYTE AERO 15 SB-7US1130SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, GTX 1660 Ti, 16 GB Memory, 512 GB SSD","$1,599.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233316?Item=N82E16834233316,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-316-V21.jpg
84,Item=N82E16834725075,AORUS,"Aorus 15G XB-8US2130MP, 15.6"" Gaming Laptop, Intel Core i7-10875H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,299.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834725075?Item=N82E16834725075,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-725-075-V21.jpg
85,Item=N82E16834155383,MSI,"MSI Laptop Modern 14 A10RAS-884 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX330 14.0"" Windows 10 Home 64-bit",$799.00,,$2.99 Shipping,3,https://www.newegg.com/grey-with-blue-diamond-cut-msi-modern-14-a10ras-884-mainstream/p/N82E16834155383?Item=N82E16834155383,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-383-S19.jpg
86,Item=N82E16834233308,GIGABYTE,"GIGABYTE AERO 15 OLED XB-9US5450SP, 15.6"" 4K/UHD Gaming Laptop, Intel Core i9-10980HK, RTX 2070 Super Max-Q, 32 GB Memory, 1 TB SSD","$3,199.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233308?Item=N82E16834233308,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-308-V21.jpg
87,Item=N82E16834233326,GIGABYTE,"GIGABYTE AERO 17 WB-7US1130SH, 17.3"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Max-Q, 16 GB Memory, 512 GB SSD","$1,999.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233326?Item=N82E16834233326,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-326-V21.jpg
88,Item=N82E16834233306,GIGABYTE,"GIGABYTE AERO 15 OLED YB-9US5430SP, 15.6"" 4K Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$3,499.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233306?Item=N82E16834233306,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-306-V21.jpg
89,Item=N82E16834233309,GIGABYTE,"GIGABYTE AERO 15 OLED XB-8US51B0SP, 15.6"" 4K/UHD Gaming Laptop, Intel Core i7-10875H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,699.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233309?Item=N82E16834233309,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-309-V21.jpg
90,Item=N82E16834155374,MSI,"MSI Laptop Creator 17 A10SGS-252 Intel Core i7 10th Gen 10875H (2.30 GHz) 32 GB Memory 2 TB NVMe SSD NVIDIA GeForce RTX 2080 Super Max-Q 17.3"" 4K/UHD Mini LED Display Windows 10 Pro 64-bit","$3,599.00",Release Date: 04/15/2020,$2.99 Shipping,3,https://www.newegg.com/space-gray-with-silver-diamond-cut-msi-creator-17-a10sgs-252-gaming-entertainment/p/N82E16834155374?Item=N82E16834155374,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-374-V21.jpg
91,Item=N82E16834155378,MSI,"MSI Laptop Creator 17M A10SE-216 Intel Core i7 10th Gen 10750H (2.60 GHz) 16 GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 2060 17.3"" Windows 10 Pro 64-bit","$1,499.00",Release Date: 04/15/2020,$2.99 Shipping,3,https://www.newegg.com/silver-msi-creator-17m-a10se-216-gaming-entertainment/p/N82E16834155378?Item=N82E16834155378,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-378-V12.jpg
92,Item=N82E16834233317,GIGABYTE,"GIGABYTE AERO 17 HDR YB-9US4750SP, 17.3"" Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 64 GB Memory, 1 TB SSD","$4,399.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233317?Item=N82E16834233317,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-317-V21.jpg
93,Item=N82E16834233325,GIGABYTE,"GIGABYTE AERO 17 XB-7US1130SH, 17.3"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,199.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233325?Item=N82E16834233325,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-325-V21.jpg
94,Item=N82E16834155375,MSI,"MSI Laptop Creator 17 A10SFS-254 Intel Core i7 10th Gen 10875H (2.30 GHz) 32 GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 2070 Super Max-Q 17.3"" 4K/UHD Mini LED Display Windows 10 Pro 64-bit","$2,999.00",Release Date: 04/15/2020,$2.99 Shipping,3,https://www.newegg.com/space-gray-with-silver-diamond-cut-msi-creator-17-a10sgs-254-gaming-entertainment/p/N82E16834155375?Item=N82E16834155375,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-375-V21.jpg
95,Item=N82E16834155377,MSI,"MSI Laptop Creator 17 A10SE-256 Intel Core i7 10th Gen 10875H (2.30 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 2060 17.3"" Windows 10 Pro 64-bit","$1,799.00",Release Date: 04/15/2020,$2.99 Shipping,3,https://www.newegg.com/space-gray-with-silver-diamond-cut-msi-creator-17-a10se-256-gaming-entertainment/p/N82E16834155377?Item=N82E16834155377,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-377-V21.jpg
96,Item=N82E16834155376,MSI,"MSI Laptop Creator 17 A10SF-257 Intel Core i7 10th Gen 10875H (2.30 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 2070 Max-Q 17.3"" Windows 10 Pro 64-bit","$1,999.00",Release Date: 04/15/2020,$2.99 Shipping,3,https://www.newegg.com/space-gray-with-silver-diamond-cut-msi-creator-17-a10sf-257-gaming-entertainment/p/N82E16834155376?Item=N82E16834155376,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-376-V21.jpg
97,Item=N82E16834233305,GIGABYTE,"GIGABYTE AERO 15 OLED YB-9US5750SP, 15.6"" 4K/UHD Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 64 GB Memory, 1 TB SSD","$4,199.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233305?Item=N82E16834233305,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-305-V01.jpg
98,Item=N82E16834233324,GIGABYTE,"GIGABYTE AERO 17 YB-7US1430SH, 17.3"" Gaming Laptop, Intel Core i7-10750H, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$2,599.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233324?Item=N82E16834233324,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-324-V21.jpg
99,Item=N82E16834233318,GIGABYTE,"GIGABYTE AERO 17 HDR YB-9US4430SP, 17.3"" 4K/UHD Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$3,699.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233318?Item=N82E16834233318,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-318-V21.jpg
100,Item=N82E16834233313,GIGABYTE,"GIGABYTE AERO 15 XB-7US1130SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,099.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233313?Item=N82E16834233313,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-313-V21.jpg
101,Item=N82E16834233312,GIGABYTE,"GIGABYTE AERO 15 YB-7US1430SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$2,499.00",Release Date: 04/15/2020,Free Shipping,3,https://www.newegg.com/p/N82E16834233312?Item=N82E16834233312,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-233-312-V21.jpg
102,Item=1TS-000D-03YZ9,HP,"HP 255 G7 15.6"" Notebook - A4-9125 - 4 GB RAM - 128 GB SSD - Windows 10 Home 64-bit - AMD Radeon R3 Graphics - English Keyboard",$359.00,,Free Shipping,3,https://www.newegg.com/p/1TS-000D-03YZ9?Item=1TS-000D-03YZ9,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A24G_1_201904261765146128.jpg
