,product_category,brand,model_specifications,current_promotions,price,shipping,page_number,product_links,image_link
0,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 8GB RAM 128GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,673.53,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07266?Item=9SIAJZDAK03926,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
1,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 12GB RAM 128GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,705.23,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07269?Item=9SIAJZDAK03929,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
2,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 8GB RAM 512GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,736.93,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07262?Item=9SIAJZDAK03919,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
3,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 12GB RAM 512GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,768.62,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07263?Item=9SIAJZDAK03923,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
4,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 16GB RAM, 1TB HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,209.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GV8?Item=9SIA8TK8UA9112,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
5,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 500GB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,685.75,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072F8?Item=9SIAJZDAK05053,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
6,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 512GB SSD 500GB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,812.25,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072P9?Item=9SIAJZDAK05126,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
7,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 16GB RAM 256GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,760.70,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07265?Item=9SIAJZDAK03925,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
8,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 12GB RAM 256GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,729.00,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07259?Item=9SIAJZDAK03916,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
9,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 16GB RAM 512GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,800.32,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07270?Item=9SIAJZDAK03930,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
10,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 16GB RAM 128GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,736.93,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07276?Item=9SIAJZDAK03938,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
11,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 8GB RAM 1024GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,832.01,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07264?Item=9SIAJZDAK03924,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
12,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Laptop | Quad-Core Intel Core i5-8265U Mobile Processor | 8GB RAM 256GB SSD | DVD-RW | HDMI | Wifi | Bluetooth | Windows 10 Black",,697.31,Free Shipping,1,https://www.newegg.com/p/1TS-000D-07268?Item=9SIAJZDAK03928,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_20191115704199485.jpg
13,Laptops / Notebooks,HP,"Newest HP 17.3"" diagonal HD+ 1600 x 900 SVA BrightView Laptop | Intel Core i5-8265U|8GB DDR4|256GB M.2 SSD| DVD+/-Writer | HDMI | HD Wecam |Windows 10",,639.99,Free Shipping,1,https://www.newegg.com/p/1TS-000D-082S4?Item=9SIAEYJAX89957,//c1.neweggimages.com/ProductImageCompressAll300/AEYJ_1_202001011119393287.jpg
14,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 32GB RAM 128GB SSD 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,918.77,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072T9?Item=9SIAJZDAK05158,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
15,Laptops / Notebooks,HP,"HP 17 Business Laptop - Linux Mint Cinnamon - Intel Quad-Core i5-8250U, 8GB RAM, 256GB PCIe NVMe SSD + 1TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,099.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H49?Item=9SIA8TK8UA9273,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
16,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 16GB RAM, 2TB PCIe NVMe SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,759.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H28?Item=9SIA8TK8UA9233,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
17,Laptops / Notebooks,HP,"HP 17 Business Laptop - Linux Mint Cinnamon - Intel Quad-Core i5-8250U, 32GB RAM, 1TB PCIe NVMe SSD + 1TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,759.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H88?Item=9SIA8TK8UA9336,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
18,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 1024GB SSD 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,865.51,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072K3?Item=9SIAJZDAK05090,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
19,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 24GB RAM 128GB SSD 2TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,878.83,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072N8?Item=9SIAJZDAK05115,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
20,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,705.73,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072G2?Item=9SIAJZDAK05057,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
21,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 12GB RAM 256GB SSD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,739.01,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072P7?Item=9SIAJZDAK05124,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
22,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 12GB RAM 128GB SSD 2TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,785.62,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072P3?Item=9SIAJZDAK05120,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
23,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 128GB SSD 500GB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,712.38,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072H4?Item=9SIAJZDAK05069,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
24,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 8GB RAM, 256GB PCIe NVMe SSD + 2TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,264.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H93?Item=9SIA8TK8UA9344,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
25,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Home - Intel Quad-Core i5-8250U, 8GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,044.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU8?Item=9SIA8TK8UA9098,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
26,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 32GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,704.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GY8?Item=9SIA8TK8UA9172,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
27,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 16GB RAM, 256GB PCIe NVMe SSD + 1TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,374.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H61?Item=9SIA8TK8UA9289,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
28,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 1024GB SSD 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,918.77,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072K9?Item=9SIAJZDAK05096,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
29,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 8GB RAM, 1TB HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,264.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU1?Item=9SIA8TK8UA9088,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
30,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 16GB RAM, 1TB PCIe NVMe SSD + 1TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,759.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H71?Item=9SIA8TK8UA9301,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
31,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 512GB SSD 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,832.22,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072R2?Item=9SIAJZDAK05129,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
32,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 16GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,319.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GW6?Item=9SIA8TK8UA9123,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
33,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Home - Intel Quad-Core i5-8250U, 8GB RAM, 500GB PCIe NVMe SSD + 2TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,209.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H98?Item=9SIA8TK8UA9350,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
34,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 16GB RAM, 2TB PCIe NVMe SSD + 2TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,924.99",Free Shipping,1,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HC2?Item=9SIA8TK8UA9382,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
35,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 128GB SSD 2TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,812.25,Free Shipping,1,https://www.newegg.com/p/1TS-000D-072K0?Item=9SIAJZDAK05087,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
36,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Home - Intel Quad-Core i5-8250U, 8GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,044.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU8?Item=9SIA8TK8UA9098,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
37,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Home - Intel Quad-Core i5-8250U, 8GB RAM, 500GB PCIe NVMe SSD + 2TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,209.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H98?Item=9SIA8TK8UA9350,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
38,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 16GB RAM, 2TB PCIe NVMe SSD + 2TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,924.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HC2?Item=9SIA8TK8UA9382,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
39,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 32GB RAM, 500GB PCIe NVMe SSD + 1TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"2,199.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HH7?Item=9SIA8TK8UA9467,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
40,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 128GB SSD 500GB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,712.38,Free Shipping,2,https://www.newegg.com/p/1TS-000D-072H4?Item=9SIAJZDAK05069,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
41,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 12GB RAM 256GB SSD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,739.01,Free Shipping,2,https://www.newegg.com/p/1TS-000D-072P7?Item=9SIAJZDAK05124,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
42,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 32GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,704.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GY8?Item=9SIA8TK8UA9172,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
43,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 16GB RAM, 256GB PCIe NVMe SSD + 1TB Storage HDD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,374.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H61?Item=9SIA8TK8UA9289,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
44,Laptops / Notebooks,HP,HP 17.3-inch Notebook 17-by0053cl i5-8250U 12GB 1TB Radeon 530 Graphics 1600 x 900 Windows 10 3TT03UAR#ABA,,"1,319.99",Free Shipping,2,https://www.newegg.com/p/1TS-000D-03H25?Item=9SIA8TK8UA9230,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
45,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 8GB RAM 128GB SSD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,692.41,Free Shipping,2,https://www.newegg.com/p/1TS-000D-072H0?Item=9SIAJZDAK05065,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
46,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 32GB RAM 1024GB SSD 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,"1,051.93",Free Shipping,2,https://www.newegg.com/p/1TS-000D-072U1?Item=9SIAJZDAK05160,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
47,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 8GB RAM, 500GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,374.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GU9?Item=9SIA8TK8UA9099,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
48,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 32GB RAM, 2TB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,924.99",Free Shipping,2,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GZ6?Item=9SIA8TK8UA9183,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
